trajectory_id,subject_id,tissue,sex,x_sample_id,y_sample_id,persist_y_sample_id,x_time,y_time,kind,split
ZK4CK8Y,ZK4CK8Y,all,F,ZK4CK8Y-E14,ZK4CK8Y-E15,ZK4CK8Y-E14,30.0,60.0,aligned_lag_test,test
ZKFV71L,ZKFV71L,all,F,ZKFV71L-E11,ZKFV71L-E12,ZKFV71L-E11,0.0,2.0,aligned_lag_train,train
ZKFV71L,ZKFV71L,all,F,ZKFV71L-E12,ZKFV71L-E13,ZKFV71L-E12,2.0,15.0,aligned_lag_train,train
ZKFV71L,ZKFV71L,all,F,ZKFV71L-E13,ZKFV71L-E14,ZKFV71L-E13,15.0,30.0,aligned_lag_train,train
ZKFV71L,ZKFV71L,all,F,ZKFV71L-E13,ZKFV71L-E14,ZKFV71L-E13,15.0,30.0,aligned_lag_val,val
ZKFV71L,ZKFV71L,all,F,ZKFV71L-E14,ZKFV71L-E15,ZKFV71L-E14,30.0,60.0,aligned_lag_test,test
ZL63I8R,ZL63I8R,all,M,ZL63I8R-E11,ZL63I8R-E12,ZL63I8R-E11,0.0,2.0,aligned_lag_train,train
ZL63I8R,ZL63I8R,all,M,ZL63I8R-E12,ZL63I8R-E13,ZL63I8R-E12,2.0,15.0,aligned_lag_train,train
ZL63I8R,ZL63I8R,all,M,ZL63I8R-E13,ZL63I8R-E14,ZL63I8R-E13,15.0,30.0,aligned_lag_train,train
ZL63I8R,ZL63I8R,all,M,ZL63I8R-E13,ZL63I8R-E14,ZL63I8R-E13,15.0,30.0,aligned_lag_val,val
ZL63I8R,ZL63I8R,all,M,ZL63I8R-E14,ZL63I8R-E15,ZL63I8R-E14,30.0,60.0,aligned_lag_test,test
ZL9BTWF,ZL9BTWF,all,M,ZL9BTWF-E11,ZL9BTWF-E12,ZL9BTWF-E11,0.0,2.0,aligned_lag_train,train
ZL9BTWF,ZL9BTWF,all,M,ZL9BTWF-E12,ZL9BTWF-E13,ZL9BTWF-E12,2.0,15.0,aligned_lag_train,train
ZL9BTWF,ZL9BTWF,all,M,ZL9BTWF-E13,ZL9BTWF-E14,ZL9BTWF-E13,15.0,30.0,aligned_lag_train,train
ZL9BTWF,ZL9BTWF,all,M,ZL9BTWF-E13,ZL9BTWF-E14,ZL9BTWF-E13,15.0,30.0,aligned_lag_val,val
ZL9BTWF,ZL9BTWF,all,M,ZL9BTWF-E14,ZL9BTWF-E15,ZL9BTWF-E14,30.0,60.0,aligned_lag_test,test
ZLTUJTN,ZLTUJTN,all,M,ZLTUJTN-E11,ZLTUJTN-E12,ZLTUJTN-E11,0.0,2.0,aligned_lag_train,train
ZLTUJTN,ZLTUJTN,all,M,ZLTUJTN-E12,ZLTUJTN-E13,ZLTUJTN-E12,2.0,15.0,aligned_lag_train,train
ZLTUJTN,ZLTUJTN,all,M,ZLTUJTN-E13,ZLTUJTN-E14,ZLTUJTN-E13,15.0,30.0,aligned_lag_train,train
ZLTUJTN,ZLTUJTN,all,M,ZLTUJTN-E13,ZLTUJTN-E14,ZLTUJTN-E13,15.0,30.0,aligned_lag_val,val
ZLTUJTN,ZLTUJTN,all,M,ZLTUJTN-E14,ZLTUJTN-E15,ZLTUJTN-E14,30.0,60.0,aligned_lag_test,test
ZLZNCLZ,ZLZNCLZ,all,M,ZLZNCLZ-E11,ZLZNCLZ-E12,ZLZNCLZ-E11,0.0,2.0,aligned_lag_train,train
ZLZNCLZ,ZLZNCLZ,all,M,ZLZNCLZ-E12,ZLZNCLZ-E13,ZLZNCLZ-E12,2.0,15.0,aligned_lag_train,train
ZLZNCLZ,ZLZNCLZ,all,M,ZLZNCLZ-E13,ZLZNCLZ-E14,ZLZNCLZ-E13,15.0,30.0,aligned_lag_train,train
ZLZNCLZ,ZLZNCLZ,all,M,ZLZNCLZ-E13,ZLZNCLZ-E14,ZLZNCLZ-E13,15.0,30.0,aligned_lag_val,val
ZLZNCLZ,ZLZNCLZ,all,M,ZLZNCLZ-E14,ZLZNCLZ-E15,ZLZNCLZ-E14,30.0,60.0,aligned_lag_test,test
ZLZQMEV,ZLZQMEV,all,F,ZLZQMEV-E11,ZLZQMEV-E12,ZLZQMEV-E11,0.0,2.0,aligned_lag_train,train
ZLZQMEV,ZLZQMEV,all,F,ZLZQMEV-E12,ZLZQMEV-E13,ZLZQMEV-E12,2.0,15.0,aligned_lag_train,train
ZLZQMEV,ZLZQMEV,all,F,ZLZQMEV-E13,ZLZQMEV-E14,ZLZQMEV-E13,15.0,30.0,aligned_lag_train,train
ZLZQMEV,ZLZQMEV,all,F,ZLZQMEV-E13,ZLZQMEV-E14,ZLZQMEV-E13,15.0,30.0,aligned_lag_val,val
ZLZQMEV,ZLZQMEV,all,F,ZLZQMEV-E14,ZLZQMEV-E15,ZLZQMEV-E14,30.0,60.0,aligned_lag_test,test
ZM7JY3G,ZM7JY3G,all,M,ZM7JY3G-E11,ZM7JY3G-E12,ZM7JY3G-E11,0.0,2.0,aligned_lag_train,train
ZM7JY3G,ZM7JY3G,all,M,ZM7JY3G-E12,ZM7JY3G-E13,ZM7JY3G-E12,2.0,15.0,aligned_lag_train,train
ZM7JY3G,ZM7JY3G,all,M,ZM7JY3G-E13,ZM7JY3G-E14,ZM7JY3G-E13,15.0,30.0,aligned_lag_train,train
ZM7JY3G,ZM7JY3G,all,M,ZM7JY3G-E13,ZM7JY3G-E14,ZM7JY3G-E13,15.0,30.0,aligned_lag_val,val
ZM7JY3G,ZM7JY3G,all,M,ZM7JY3G-E14,ZM7JY3G-E15,ZM7JY3G-E14,30.0,60.0,aligned_lag_test,test
ZMBVNFM,ZMBVNFM,all,M,ZMBVNFM-E11,ZMBVNFM-E12,ZMBVNFM-E11,0.0,2.0,aligned_lag_train,train
ZMBVNFM,ZMBVNFM,all,M,ZMBVNFM-E12,ZMBVNFM-E13,ZMBVNFM-E12,2.0,15.0,aligned_lag_train,train
ZMBVNFM,ZMBVNFM,all,M,ZMBVNFM-E13,ZMBVNFM-E14,ZMBVNFM-E13,15.0,30.0,aligned_lag_train,train
ZMBVNFM,ZMBVNFM,all,M,ZMBVNFM-E13,ZMBVNFM-E14,ZMBVNFM-E13,15.0,30.0,aligned_lag_val,val
ZMBVNFM,ZMBVNFM,all,M,ZMBVNFM-E14,ZMBVNFM-E15,ZMBVNFM-E14,30.0,60.0,aligned_lag_test,test
ZN3TBJM,ZN3TBJM,all,F,ZN3TBJM-E11,ZN3TBJM-E12,ZN3TBJM-E11,0.0,2.0,aligned_lag_train,train
ZN3TBJM,ZN3TBJM,all,F,ZN3TBJM-E12,ZN3TBJM-E13,ZN3TBJM-E12,2.0,15.0,aligned_lag_train,train
ZN3TBJM,ZN3TBJM,all,F,ZN3TBJM-E13,ZN3TBJM-E14,ZN3TBJM-E13,15.0,30.0,aligned_lag_train,train
ZN3TBJM,ZN3TBJM,all,F,ZN3TBJM-E13,ZN3TBJM-E14,ZN3TBJM-E13,15.0,30.0,aligned_lag_val,val
ZN3TBJM,ZN3TBJM,all,F,ZN3TBJM-E14,ZN3TBJM-E15,ZN3TBJM-E14,30.0,60.0,aligned_lag_test,test
ZN9YTFN,ZN9YTFN,all,F,ZN9YTFN-E11,ZN9YTFN-E12,ZN9YTFN-E11,0.0,2.0,aligned_lag_train,train
ZN9YTFN,ZN9YTFN,all,F,ZN9YTFN-E12,ZN9YTFN-E13,ZN9YTFN-E12,2.0,15.0,aligned_lag_train,train
ZN9YTFN,ZN9YTFN,all,F,ZN9YTFN-E13,ZN9YTFN-E14,ZN9YTFN-E13,15.0,30.0,aligned_lag_train,train
ZN9YTFN,ZN9YTFN,all,F,ZN9YTFN-E13,ZN9YTFN-E14,ZN9YTFN-E13,15.0,30.0,aligned_lag_val,val
ZN9YTFN,ZN9YTFN,all,F,ZN9YTFN-E14,ZN9YTFN-E15,ZN9YTFN-E14,30.0,60.0,aligned_lag_test,test
ZOBX723,ZOBX723,all,M,ZOBX723-E11,ZOBX723-E12,ZOBX723-E11,0.0,2.0,aligned_lag_train,train
ZOBX723,ZOBX723,all,M,ZOBX723-E12,ZOBX723-E13,ZOBX723-E12,2.0,15.0,aligned_lag_train,train
ZOBX723,ZOBX723,all,M,ZOBX723-E13,ZOBX723-E14,ZOBX723-E13,15.0,30.0,aligned_lag_train,train
ZOBX723,ZOBX723,all,M,ZOBX723-E13,ZOBX723-E14,ZOBX723-E13,15.0,30.0,aligned_lag_val,val
ZOBX723,ZOBX723,all,M,ZOBX723-E14,ZOBX723-E15,ZOBX723-E14,30.0,60.0,aligned_lag_test,test
ZOZOW1T,ZOZOW1T,all,M,ZOZOW1T-E11,ZOZOW1T-E12,ZOZOW1T-E11,0.0,2.0,aligned_lag_train,train
ZOZOW1T,ZOZOW1T,all,M,ZOZOW1T-E12,ZOZOW1T-E13,ZOZOW1T-E12,2.0,15.0,aligned_lag_train,train
ZOZOW1T,ZOZOW1T,all,M,ZOZOW1T-E13,ZOZOW1T-E14,ZOZOW1T-E13,15.0,30.0,aligned_lag_train,train
ZOZOW1T,ZOZOW1T,all,M,ZOZOW1T-E13,ZOZOW1T-E14,ZOZOW1T-E13,15.0,30.0,aligned_lag_val,val
ZOZOW1T,ZOZOW1T,all,M,ZOZOW1T-E14,ZOZOW1T-E15,ZOZOW1T-E14,30.0,60.0,aligned_lag_test,test
ZPDABJR,ZPDABJR,all,M,ZPDABJR-E11,ZPDABJR-E12,ZPDABJR-E11,0.0,2.0,aligned_lag_train,train
ZPDABJR,ZPDABJR,all,M,ZPDABJR-E12,ZPDABJR-E13,ZPDABJR-E12,2.0,15.0,aligned_lag_train,train
ZPDABJR,ZPDABJR,all,M,ZPDABJR-E13,ZPDABJR-E14,ZPDABJR-E13,15.0,30.0,aligned_lag_train,train
ZPDABJR,ZPDABJR,all,M,ZPDABJR-E13,ZPDABJR-E14,ZPDABJR-E13,15.0,30.0,aligned_lag_val,val
ZPDABJR,ZPDABJR,all,M,ZPDABJR-E14,ZPDABJR-E15,ZPDABJR-E14,30.0,60.0,aligned_lag_test,test
ZPEL6L3,ZPEL6L3,all,F,ZPEL6L3-E11,ZPEL6L3-E12,ZPEL6L3-E11,0.0,2.0,aligned_lag_train,train
ZPEL6L3,ZPEL6L3,all,F,ZPEL6L3-E12,ZPEL6L3-E13,ZPEL6L3-E12,2.0,15.0,aligned_lag_train,train
ZPEL6L3,ZPEL6L3,all,F,ZPEL6L3-E13,ZPEL6L3-E14,ZPEL6L3-E13,15.0,30.0,aligned_lag_train,train
ZPEL6L3,ZPEL6L3,all,F,ZPEL6L3-E13,ZPEL6L3-E14,ZPEL6L3-E13,15.0,30.0,aligned_lag_val,val
ZPEL6L3,ZPEL6L3,all,F,ZPEL6L3-E14,ZPEL6L3-E15,ZPEL6L3-E14,30.0,60.0,aligned_lag_test,test
ZPF36E2,ZPF36E2,all,M,ZPF36E2-E11,ZPF36E2-E12,ZPF36E2-E11,0.0,2.0,aligned_lag_train,train
ZPF36E2,ZPF36E2,all,M,ZPF36E2-E12,ZPF36E2-E13,ZPF36E2-E12,2.0,15.0,aligned_lag_train,train
ZPF36E2,ZPF36E2,all,M,ZPF36E2-E13,ZPF36E2-E14,ZPF36E2-E13,15.0,30.0,aligned_lag_train,train
ZPF36E2,ZPF36E2,all,M,ZPF36E2-E13,ZPF36E2-E14,ZPF36E2-E13,15.0,30.0,aligned_lag_val,val
ZPF36E2,ZPF36E2,all,M,ZPF36E2-E14,ZPF36E2-E15,ZPF36E2-E14,30.0,60.0,aligned_lag_test,test
ZPMBHPS,ZPMBHPS,all,F,ZPMBHPS-E14,ZPMBHPS-E15,ZPMBHPS-E14,30.0,60.0,aligned_lag_test,test
ZR47VBL,ZR47VBL,all,M,ZR47VBL-E11,ZR47VBL-E12,ZR47VBL-E11,0.0,2.0,aligned_lag_train,train
ZR47VBL,ZR47VBL,all,M,ZR47VBL-E12,ZR47VBL-E13,ZR47VBL-E12,2.0,15.0,aligned_lag_train,train
ZRB0F6P,ZRB0F6P,all,F,ZRB0F6P-E11,ZRB0F6P-E12,ZRB0F6P-E11,0.0,2.0,aligned_lag_train,train
ZRB0F6P,ZRB0F6P,all,F,ZRB0F6P-E12,ZRB0F6P-E13,ZRB0F6P-E12,2.0,15.0,aligned_lag_train,train
ZRB0F6P,ZRB0F6P,all,F,ZRB0F6P-E13,ZRB0F6P-E14,ZRB0F6P-E13,15.0,30.0,aligned_lag_train,train
ZRB0F6P,ZRB0F6P,all,F,ZRB0F6P-E13,ZRB0F6P-E14,ZRB0F6P-E13,15.0,30.0,aligned_lag_val,val
ZRB0F6P,ZRB0F6P,all,F,ZRB0F6P-E14,ZRB0F6P-E15,ZRB0F6P-E14,30.0,60.0,aligned_lag_test,test
ZS78KHV,ZS78KHV,all,M,ZS78KHV-E11,ZS78KHV-E12,ZS78KHV-E11,0.0,2.0,aligned_lag_train,train
ZS78KHV,ZS78KHV,all,M,ZS78KHV-E12,ZS78KHV-E13,ZS78KHV-E12,2.0,15.0,aligned_lag_train,train
ZS78KHV,ZS78KHV,all,M,ZS78KHV-E13,ZS78KHV-E14,ZS78KHV-E13,15.0,30.0,aligned_lag_train,train
ZS78KHV,ZS78KHV,all,M,ZS78KHV-E13,ZS78KHV-E14,ZS78KHV-E13,15.0,30.0,aligned_lag_val,val
ZS78KHV,ZS78KHV,all,M,ZS78KHV-E14,ZS78KHV-E15,ZS78KHV-E14,30.0,60.0,aligned_lag_test,test
ZTJ7L7Z,ZTJ7L7Z,all,M,ZTJ7L7Z-E11,ZTJ7L7Z-E12,ZTJ7L7Z-E11,0.0,2.0,aligned_lag_train,train
ZTJ7L7Z,ZTJ7L7Z,all,M,ZTJ7L7Z-E12,ZTJ7L7Z-E13,ZTJ7L7Z-E12,2.0,15.0,aligned_lag_train,train
ZTJ7L7Z,ZTJ7L7Z,all,M,ZTJ7L7Z-E13,ZTJ7L7Z-E14,ZTJ7L7Z-E13,15.0,30.0,aligned_lag_train,train
ZTJ7L7Z,ZTJ7L7Z,all,M,ZTJ7L7Z-E13,ZTJ7L7Z-E14,ZTJ7L7Z-E13,15.0,30.0,aligned_lag_val,val
ZTJ7L7Z,ZTJ7L7Z,all,M,ZTJ7L7Z-E14,ZTJ7L7Z-E15,ZTJ7L7Z-E14,30.0,60.0,aligned_lag_test,test
ZTL5S2Y,ZTL5S2Y,all,M,ZTL5S2Y-E11,ZTL5S2Y-E12,ZTL5S2Y-E11,0.0,2.0,aligned_lag_train,train
ZTL5S2Y,ZTL5S2Y,all,M,ZTL5S2Y-E12,ZTL5S2Y-E13,ZTL5S2Y-E12,2.0,15.0,aligned_lag_train,train
ZTL5S2Y,ZTL5S2Y,all,M,ZTL5S2Y-E13,ZTL5S2Y-E14,ZTL5S2Y-E13,15.0,30.0,aligned_lag_train,train
ZTL5S2Y,ZTL5S2Y,all,M,ZTL5S2Y-E13,ZTL5S2Y-E14,ZTL5S2Y-E13,15.0,30.0,aligned_lag_val,val
ZTL5S2Y,ZTL5S2Y,all,M,ZTL5S2Y-E14,ZTL5S2Y-E15,ZTL5S2Y-E14,30.0,60.0,aligned_lag_test,test
ZTXWLP3,ZTXWLP3,all,M,ZTXWLP3-E11,ZTXWLP3-E12,ZTXWLP3-E11,0.0,2.0,aligned_lag_train,train
ZTXWLP3,ZTXWLP3,all,M,ZTXWLP3-E12,ZTXWLP3-E13,ZTXWLP3-E12,2.0,15.0,aligned_lag_train,train
ZTXWLP3,ZTXWLP3,all,M,ZTXWLP3-E13,ZTXWLP3-E14,ZTXWLP3-E13,15.0,30.0,aligned_lag_train,train
ZTXWLP3,ZTXWLP3,all,M,ZTXWLP3-E13,ZTXWLP3-E14,ZTXWLP3-E13,15.0,30.0,aligned_lag_val,val
ZTXWLP3,ZTXWLP3,all,M,ZTXWLP3-E14,ZTXWLP3-E15,ZTXWLP3-E14,30.0,60.0,aligned_lag_test,test
ZUL3S6O,ZUL3S6O,all,M,ZUL3S6O-E11,ZUL3S6O-E12,ZUL3S6O-E11,0.0,2.0,aligned_lag_train,train
ZUL3S6O,ZUL3S6O,all,M,ZUL3S6O-E14,ZUL3S6O-E15,ZUL3S6O-E14,30.0,60.0,aligned_lag_test,test
ZUPAQVU,ZUPAQVU,all,M,ZUPAQVU-E11,ZUPAQVU-E12,ZUPAQVU-E11,0.0,2.0,aligned_lag_train,train
ZUPAQVU,ZUPAQVU,all,M,ZUPAQVU-E12,ZUPAQVU-E13,ZUPAQVU-E12,2.0,15.0,aligned_lag_train,train
ZUPAQVU,ZUPAQVU,all,M,ZUPAQVU-E13,ZUPAQVU-E14,ZUPAQVU-E13,15.0,30.0,aligned_lag_train,train
ZUPAQVU,ZUPAQVU,all,M,ZUPAQVU-E13,ZUPAQVU-E14,ZUPAQVU-E13,15.0,30.0,aligned_lag_val,val
ZUPAQVU,ZUPAQVU,all,M,ZUPAQVU-E14,ZUPAQVU-E15,ZUPAQVU-E14,30.0,60.0,aligned_lag_test,test
ZVBQY1N,ZVBQY1N,all,M,ZVBQY1N-E11,ZVBQY1N-E12,ZVBQY1N-E11,0.0,2.0,aligned_lag_train,train
ZVBQY1N,ZVBQY1N,all,M,ZVBQY1N-E12,ZVBQY1N-E13,ZVBQY1N-E12,2.0,15.0,aligned_lag_train,train
ZVBQY1N,ZVBQY1N,all,M,ZVBQY1N-E13,ZVBQY1N-E14,ZVBQY1N-E13,15.0,30.0,aligned_lag_train,train
ZVBQY1N,ZVBQY1N,all,M,ZVBQY1N-E13,ZVBQY1N-E14,ZVBQY1N-E13,15.0,30.0,aligned_lag_val,val
ZVBQY1N,ZVBQY1N,all,M,ZVBQY1N-E14,ZVBQY1N-E15,ZVBQY1N-E14,30.0,60.0,aligned_lag_test,test
ZVM4N7A,ZVM4N7A,all,F,ZVM4N7A-E11,ZVM4N7A-E12,ZVM4N7A-E11,0.0,2.0,aligned_lag_train,train
ZVM4N7A,ZVM4N7A,all,F,ZVM4N7A-E12,ZVM4N7A-E13,ZVM4N7A-E12,2.0,15.0,aligned_lag_train,train
ZVM4N7A,ZVM4N7A,all,F,ZVM4N7A-E13,ZVM4N7A-E14,ZVM4N7A-E13,15.0,30.0,aligned_lag_train,train
ZVM4N7A,ZVM4N7A,all,F,ZVM4N7A-E13,ZVM4N7A-E14,ZVM4N7A-E13,15.0,30.0,aligned_lag_val,val
ZVM4N7A,ZVM4N7A,all,F,ZVM4N7A-E14,ZVM4N7A-E15,ZVM4N7A-E14,30.0,60.0,aligned_lag_test,test
ZVNCGHM,ZVNCGHM,all,M,ZVNCGHM-E11,ZVNCGHM-E12,ZVNCGHM-E11,0.0,2.0,aligned_lag_train,train
ZVNCGHM,ZVNCGHM,all,M,ZVNCGHM-E12,ZVNCGHM-E13,ZVNCGHM-E12,2.0,15.0,aligned_lag_train,train
ZVNCGHM,ZVNCGHM,all,M,ZVNCGHM-E13,ZVNCGHM-E14,ZVNCGHM-E13,15.0,30.0,aligned_lag_train,train
ZVNCGHM,ZVNCGHM,all,M,ZVNCGHM-E13,ZVNCGHM-E14,ZVNCGHM-E13,15.0,30.0,aligned_lag_val,val
ZVNCGHM,ZVNCGHM,all,M,ZVNCGHM-E14,ZVNCGHM-E15,ZVNCGHM-E14,30.0,60.0,aligned_lag_test,test
ZW61YGW,ZW61YGW,all,M,ZW61YGW-E11,ZW61YGW-E12,ZW61YGW-E11,0.0,2.0,aligned_lag_train,train
ZW61YGW,ZW61YGW,all,M,ZW61YGW-E12,ZW61YGW-E13,ZW61YGW-E12,2.0,15.0,aligned_lag_train,train
ZW61YGW,ZW61YGW,all,M,ZW61YGW-E13,ZW61YGW-E14,ZW61YGW-E13,15.0,30.0,aligned_lag_train,train
ZW61YGW,ZW61YGW,all,M,ZW61YGW-E13,ZW61YGW-E14,ZW61YGW-E13,15.0,30.0,aligned_lag_val,val
ZW61YGW,ZW61YGW,all,M,ZW61YGW-E14,ZW61YGW-E15,ZW61YGW-E14,30.0,60.0,aligned_lag_test,test
ZWCZHHY,ZWCZHHY,all,M,ZWCZHHY-E11,ZWCZHHY-E12,ZWCZHHY-E11,0.0,2.0,aligned_lag_train,train
ZWCZHHY,ZWCZHHY,all,M,ZWCZHHY-E12,ZWCZHHY-E13,ZWCZHHY-E12,2.0,15.0,aligned_lag_train,train
ZWCZHHY,ZWCZHHY,all,M,ZWCZHHY-E13,ZWCZHHY-E14,ZWCZHHY-E13,15.0,30.0,aligned_lag_train,train
ZWCZHHY,ZWCZHHY,all,M,ZWCZHHY-E13,ZWCZHHY-E14,ZWCZHHY-E13,15.0,30.0,aligned_lag_val,val
ZWCZHHY,ZWCZHHY,all,M,ZWCZHHY-E14,ZWCZHHY-E15,ZWCZHHY-E14,30.0,60.0,aligned_lag_test,test
ZWFDEY0,ZWFDEY0,all,F,ZWFDEY0-E11,ZWFDEY0-E12,ZWFDEY0-E11,0.0,2.0,aligned_lag_train,train
ZWFDEY0,ZWFDEY0,all,F,ZWFDEY0-E12,ZWFDEY0-E13,ZWFDEY0-E12,2.0,15.0,aligned_lag_train,train
ZY7IW45,ZY7IW45,all,F,ZY7IW45-E11,ZY7IW45-E12,ZY7IW45-E11,0.0,2.0,aligned_lag_train,train
ZY7IW45,ZY7IW45,all,F,ZY7IW45-E12,ZY7IW45-E13,ZY7IW45-E12,2.0,15.0,aligned_lag_train,train
ZY7IW45,ZY7IW45,all,F,ZY7IW45-E13,ZY7IW45-E14,ZY7IW45-E13,15.0,30.0,aligned_lag_train,train
ZY7IW45,ZY7IW45,all,F,ZY7IW45-E13,ZY7IW45-E14,ZY7IW45-E13,15.0,30.0,aligned_lag_val,val
ZY7IW45,ZY7IW45,all,F,ZY7IW45-E14,ZY7IW45-E15,ZY7IW45-E14,30.0,60.0,aligned_lag_test,test
ZYHHR4Z,ZYHHR4Z,all,F,ZYHHR4Z-E11,ZYHHR4Z-E12,ZYHHR4Z-E11,0.0,2.0,aligned_lag_train,train
ZYHHR4Z,ZYHHR4Z,all,F,ZYHHR4Z-E12,ZYHHR4Z-E13,ZYHHR4Z-E12,2.0,15.0,aligned_lag_train,train
ZYHHR4Z,ZYHHR4Z,all,F,ZYHHR4Z-E13,ZYHHR4Z-E14,ZYHHR4Z-E13,15.0,30.0,aligned_lag_train,train
ZYHHR4Z,ZYHHR4Z,all,F,ZYHHR4Z-E13,ZYHHR4Z-E14,ZYHHR4Z-E13,15.0,30.0,aligned_lag_val,val
ZYHHR4Z,ZYHHR4Z,all,F,ZYHHR4Z-E14,ZYHHR4Z-E15,ZYHHR4Z-E14,30.0,60.0,aligned_lag_test,test
